全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像_ライセンス,URL,備考,
170003,,JJ0000001273,石川県,山代温泉古総湯一番札,ヤマシロオンセンコソウユイチバンフダ,yamashironsenkosoyuichibanfuda,,172065,,石川県加賀市山代温泉18-128（古総湯）、加賀市山代温泉万松園通2-1（総湯）,石川県,加賀市,山代温泉,18-128（古総湯）、加賀市万松園通2-1（総湯）,,,,,,,,,,一般500円（古総湯）、440円（総湯）、古総湯・総湯共通料金700円,,古くは明智光秀が訪れたといわれ、明治から昭和にかけて北大路魯山人や与謝野晶子など、多くの文化人に愛された山代温泉。ここには総湯と呼ばれる共同浴場があり、特に体験したいのが2010年に復元された「古総湯」です。洗い場が無く、かけ湯をして湯船に浸かるだけという昔の入浴スタイルで湯浴みができる、まさに温泉歴史博物館です。また古総湯では、午前6時のオープンに合わせてその日一番乗り（男湯・女湯別）の入浴客に「一番札」をプレゼントしています。札は温泉街にある薬王院温泉寺の住職により、健康、長寿、安産、金運などの願いを込めて祈祷されたもの。早起きした人のみが得られる三文以上の徳の証を、ぜひ手に入れてみませんか？向かいにあり、同じく6時から営業の「総湯」では洗い場を完備しています。共通で利用できる特別料金も設定されているので、2つの建物の違いを楽しんでみましょう。（※写真：左・・・古総湯、右・・・総湯）,,",",有,,,,,,,,,,,,,,,,,,山代温泉観光協会,0761-77-1144,,,,,,,,http://www.yamashiro-spa.or.jp/,,
170003,,JJ0000001274,石川県,みやびの宿　加賀百万石,ミヤビノヤド　カガヒャクマンゴク,miyabinoyado　kagahyakumangoku,,172065,,石川県加賀市山代温泉１１－２－１,石川県,加賀市,山代温泉,１１－２－１,,36.2863227,136.3533497,,,,チェックイン　　14:00（最終チェックイン23:00）チェックアウト　11:00,,,"＜１泊２食＞２名１室利用の場合　１名様　18,700円～",,２万坪の敷地内にリゾート風の百万石と純和風の別館「梅鉢亭」として運営していたホテル百万石は「みやびの宿加賀百万石」「加賀百万石　別邸・奏」として生まれ変わりました。壮大なスケールに広がる、四季の美しい日本庭園。また、ゆったりと贅沢に過ごせる加賀百万石の趣に満ちた純和風のお部屋など、寛ぎの時間をゆったりとお過ごしいただく、さまざまなお部屋がございます。美食と癒しに包まれるひとときを、お届けいたします。日々の喧騒から離れた、ひとときをお楽しみください。,,"東京・富山・新潟方面　　北陸自動車道　片山津ICより約２０分大阪・名古屋・福井方面　北陸自動車道　加賀ICより約１５分,JR北陸本線　加賀温泉駅より送迎バスで約１５分（要予約）",２００台（無料）,,,,,,,,,,,,,,,,,,,0761-77-0200,,,,,,,,https://www.kaga-hyakumangoku.jp/,,
170003,,JJ0000001275,石川県,和倉温泉青林寺　坐禅・写経体験,ワクラオンセンセイリンジ　ザゼン・シャキョウタイケン,wakuraonsenseirinji　zazen・shakyotaiken,,172022,,石川県七尾市和倉町レ部61,石川県,七尾市,和倉町レ部,61,,37.0873,136.912846,,,,6：00～18:00のご希望時間,,,"お一人様1,300円（2020年10月1日より1,500円）",,2017年国登録有形文化財となった御便殿。御便殿とは天皇や皇族のための休憩所のことで、現存するのは全国で和倉を含めて2か所のみとなります。この由緒ある寺院を舞台に坐禅か写経をお選びいただき体験できるプログラムです。ゆったりと流れる時間を感じながら自分自身と向き合う贅沢なひとときです。本堂での坐禅か写経体験（説明含め約40分）の後は住職のご案内で御便殿で拝観いただけます。御便殿と庭が一体となったリフレクション撮影が大人気。和倉温泉で気軽に身も心も整えませんか。,,"和倉温泉駅からお車で5分,和倉温泉駅からバスで和倉温泉駅約6分→和倉温泉下車後徒歩5分",8台,,,,,,,,,,,,,,,,,,ご予約は5日前までに和倉温泉観光協会まで,0767-62-1555,,,,,,,,,,
170003,,JJ0000001276,石川県,一里野高原ホテルろあんのグランピング,イチリノコウゲンホテルロアンノグランピング,ichirinokogenhoteruroannogurampingu,,172103,,石川県白山市尾添チ70-4,石川県,白山市,尾添チ,70-4,,36.2676939,136.7182879,,,,〇グランピング会場利用時間【宿泊】ディナータイム/16:00～23:00、モーニング/6:00～9:30 　※テント泊の場合16:00～9:30まで通しで利用可能ですが、深夜早朝に大きな音を出す等はお控えください。【日帰り】ランチタイム/11:00～14:00〇チェックイン/チェックアウト【宿泊】IN 15:00～/OUT ～10:00【日帰り】IN 11:00～/OUT プランにより異なる,,,プランによって異なりますので、詳細については公式ホームページを確認ください。,,霊峰白山のふもとで大自然の抜群のロケーションです。自然あふれるプライベートフォレストでは鳥のさえずりが聞こえ、木々の木漏れ日の光がたっぷりと注いでいます。リスなどの野生の動物もひょっこり顔を出すことも。金沢・白川郷から1時間で味わえる大自然の中でリラックスしてお過ごしください。テントやティピの他に一里野高原ホテルろあんの客室をお付けしております。ホテル館内の清潔なお風呂・お手洗いもご利用いただけるため、とても快適にグランピングをお楽しみいただけます。ホテルスタッフがフルサービスで洋食を提供する「森のフルコースプラン」から、ワイワイキャンプ気分を味わう「BBQプラン」、または食材を持参して自分流に楽しむ「食材持込プラン」まで様々なニーズに対応したプランがあります。ご家族で楽しんだり、団体グループでわいわい過ごしたり、カップルで二人だけの時間を過ごしたり、色々な楽しみ方ができます。※要予約のため、必ず施設までお問合せください。,,"〇車や飛行機でのアクセスは以下のとおりです。　<a href=""https://ichirino.jp/access/"" target=""_blank"">＞＞ろあんのアクセス公式ホームページへ </a>,「瀬女（せな）」まで無料送迎あり。※要事前連絡（前日までにメール・お電話等で瀬女（せな）到着の時間をご連絡ください。）〇「瀬女」までバスで行く（所要時間:約90分）　「金沢駅」より北陸鉄道「瀬女（せな）行き」のバスにて瀬女（せな）下車。〇「瀬女」までバスと電車で行く（所要時間:約120分）　JR「金沢駅」よりJR北陸本線にて「西金沢駅」下車、「西金沢駅」より徒歩1分の「新西金沢駅」より北陸鉄道石川線にて「鶴来駅」下車。　鶴来駅より北陸鉄道バス「瀬女（せな）行き」にて瀬女（せな）下車。 ",,,,,,,,,,,,,,,,,,,受付時間AM8:00～PM22:00,076-256-7141,,,,,,,,https://ichirino.jp/enjoy/gramping.html,,
170003,,JJ0000001277,石川県,ランニングツアー　ゆるっとランニングを楽しもう！早朝の金沢を五感で感じる旅,,,,172014,,石川県金沢市南町4-1,石川県,金沢市,南町,4-1,,,,,,,土曜日　6:30～7:15（目安）　※季節やお客様のペースによって前後します,,,無料（宿泊費除く）,,"尾山神社や金沢城公園など、金沢市街の観光地にほど近い金沢ニューグランドホテル（注）では、毎週土曜日、宿泊者を対象に早朝の金沢市内を走るランニングツアーを実施しています。いくつかのモデルコースから好きなコースを選ぶことができ、コースのアレンジも可能です。ホテルのスタッフがガイドとして各所で観光案内をしてくれるため、迷う心配はありません。ひがし茶屋街や金沢城公園といった人気の観光地から昔ながらの細い裏通りまで、約5km、40分～50分を目安にランニングを楽しめます。人で賑わう日中とは違った静かな金沢の街を自分の足で巡ってみませんか？※ウェア・シューズはご持参ください。※有名ブランドのシャツ・パンツ・シューズによるレンタルセット（2,200円）も利用可能。（要予約／希望日の２日前まで）注・・・2020年4月1日より、金沢ニューグランドホテルは「金沢ニューグランドホテル プレステージ」に名称変更します",,",",有・100台,,,,,,,,,,,,,,,,,,,076-233-1311,,,,,,,,https://www.new-grand.co.jp/,,
170003,,JJ0000001278,石川県,白山白川郷ホワイトロード 秋のモーニングタイム,ハクサンシラカワゴウホワイトロード　アキノモーニングタイム,hakusanshirakawagohowaitorodo　akinomoningutaimu,,172103,,石川県白山市中宮（中宮料金所）、岐阜県大野郡白川村（馬狩料金所）,石川県,白山市,中宮（中宮料金所）、岐阜県大野郡白川村（馬狩料金所）,,,,,,,,6～8月/7:00～18:00（出口閉門19:00）9～11月/8：00～17:00（出口閉門18:00）9月～10月のモーニングタイムは7:00から開通,,,"片道利用料：普通車1,700円、軽自動車1,400円※詳細は公式HPをご確認ください。",,石川県白山市と岐阜県白川村を結ぶ白山白川郷ホワイトロードでは、9月下旬から10月下旬にかけて開通時間を1時間繰り上げる「秋のモーニングタイム」を実施しています。三方岩駐車場や白川郷展望台付近では気温の下がった晴天の早朝、白川郷に雲海がかかる姿が見られることも。また、10月上旬になると標高の高い地点から徐々に紅葉が始まり、ハイシーズンには山の斜面いっぱいの木々が色づく様子を見られます。秋晴れの日には白山はもちろん、三方岩駐車場や三方岩岳からは雄大な北アルプスの山々も望むことができます。いつもより早く開くホワイトロードで、秋ならではの景観を堪能しましょう。,,",",,,,,,,,,,,,,,,,,,,白山林道石川管理事務所,076-256-7341,,,,,,,,http://hs-whiteroad.jp/,,
170003,,JJ0000001279,石川県,わくら朝市,ワクラアサイチ,wakuraasaichi,,172022,,石川県七尾市和倉町2-13-1,石川県,七尾市,和倉町,2-13-1,,,,,,,7:30～12:30ごろまで,,,,,和倉温泉では毎週日曜日の朝7:30ごろから和倉温泉総湯前で「わくら朝市」を開催しています。総湯前に並んだ特設の販売スペースには地元の特産品や海産物はもちろん、観光客もすぐに食べられる手造りの加工品なども取り揃え、地元住民と観光客が交流できる場としても賑わっています。季節ごとに品揃えも変わり、冬は紅ズワイガニやタラが、夏はサザエや海藻などが並びます。開催地の総湯は7:00からオープンしています。朝風呂を満喫したあとは地元の味を楽しんでみてはいかがでしょうか。,,",",有・和倉温泉お祭り会館駐車場利用,,,,,,,,,,,,,,,,,,,0767-62-1555,,,,,,,,https://www.wakura.or.jp/brochure/brochure-1081/,,
170003,,JJ0000001280,石川県,大本山總持寺祖院 坐禅体験,ダイホンザンソウジジソイン　ザゼンタイケン,daihonzansojijisoin　zazentaiken,,172049,,石川県輪島市門前町門前1-18-1,石川県,輪島市,門前町門前,1-18-1,,37.28693496,136.7688207,,,,8:00～17:00,,,坐禅体験　500円(拝観料別),,輪島市門前町の大本山總持寺祖院は、元亨元（1321）年に開創し、令和3年に開創700年を迎えた古刹で、かつて曹洞宗の本山として栄えました。山門や法堂など、伽藍の多くが国登録有形文化財となっているほか、絹本十六羅漢図や金銅五鈷鈴などの石川県指定有形文化財も多数あり、荘厳な境内は開山した瑩山紹瑾禅師（けいざんじょうきんぜんじ）に深く帰依した後醍醐天皇の綸旨によって定められた「曹洞賜紫出世第一の道場」として栄えたかつての面影を現代に伝えています。「坐禅体験」500円(拝観料別途)　所要時間30分　1名～100名(要予約)※新型コロナ対策のため事前予約をお願いいたします。,,"のと里山海道穴水ICから21分(16?),ルート１金沢駅から輪島特急バス乗車「輪島駅前」下車(約2時間20分)【乗り換え】輪島駅前から路線バス(輪島線)乗車約40分「門前総持寺前(終点)」下車ルート２金沢駅から輪島特急バス乗車「穴水此の木」下車(約1時間50分)【乗り換え】穴水此の木から路線バス(穴水線)乗車約30分「門前総持寺前(終点)」下車",禅の里広場に駐車(總持寺祖院まで徒歩5分・550m),,,,,,,,,,,,,,,,,,大本山總持寺祖院,0768-42-0005,,,,,,,,https://noto-soin.jp/,,
170003,,JJ0000001281,石川県,紅葉の那谷寺を朝に散策,コウヨウノナタデラヲアサニサンサク,koyononataderaoasanisansaku,,172031,,石川県小松市那谷町ユ122,石川県,小松市,那谷町ユ,122,,,,,,,8:30～16:45（3月1日～11月30日）、8:45～16:30（12月1日～2月末）,,,中学生以上600円、小学生300円、幼児無料　※書院と庭園の特別拝観は中学生以上+200円、小学生以下は無料,,那谷寺は白山信仰の寺として養老元（717）年に創建され、1300年以上の歴史を持つといわれています。また、石川県有数の紅葉の名所としても知られ、例年11月上旬～下旬に見頃を迎えます。見頃を迎えた那谷寺は多くの来園者で賑わいますが、8:30の開園直後は人も少ないため、展望台から望む雄大な奇岩遊仙境、紅葉に囲まれた楓月橋（ふうげつきょう）など、日中は大勢の人で賑わう那谷寺の名所をゆったりと散策できます。また、近くには加賀温泉郷のひとつ粟津温泉があります。宿泊すると気軽に朝の那谷寺散策ができるほか、総湯も8:00から営業しており、朝風呂と那谷寺散策を楽しんでみてはいかがでしょう。,,",",有・350台,,,,,,,,,,,,,,,,,,,0761-65-2111,,,,,,,,,,
170003,,JJ0000001282,石川県,白山白川郷ホワイトロード　秋の早朝ジオ・エコ散歩,ハクサンシラカワゴウホワイトロード　アキノソウチョウジオ・エコサンポ,hakusanshirakawagohowaitorodo　akinosochojio・ekosampo,,172103,,石川県白山市木滑出65-1（主催団体：株式会社ホワイトリング）,石川県,白山市,木滑出,65-1（主催団体：株式会社ホワイトリング）,,,,,,,10月下旬予定※今年の実施予定日は、公式サイトで発表されますのでご確認ください。6:00～8:00（ツアー実施予定時間）,,,"中学生以上3,500円、2歳～小学生1,500円※料金は変更となる場合があります",,紅葉が見ごろを迎える10月下旬に白山白川郷ホワイトロードで開かれる「秋の早朝ジオ・エコ散歩」では、道路の開通時間前にバスで入場し、通常は歩けない車道を歩きながら、色とりどりの山の絶景が楽しめます。秋の魅力といえば、なんといっても山肌に広がる壮大な紅葉が織りなすグラデーションです。また、白山は例年10月中旬に初冠雪を迎えるため、気象条件が揃えば一面の紅葉の向こう側に美しく冠雪した白山が望めます。朝の冷たく張り詰めた山の空気に触れながら、ホワイトロードを歩く貴重な体験を楽しんではいかが？ ,,",",集合場所に駐車場有,,,,,,,,,,,,,,,,,,,076-255-5340,,,,,,,,https://8936.org/,,
170003,,JJ0000001283,石川県,和倉温泉青林寺で坐禅または写経体験,ワクラオンセンセイリンジデザゼンマタハシャキョウタイケン,wakuraonsenseirinjidezazemmatahashakyotaiken,,172022,,石川県七尾市和倉町2-13-1,石川県,七尾市,和倉町,2-13-1,,37.08752013,136.9128458,,,,"［青林寺］拝観時間 / 9:00～12：00　13：00～16:00（お一人様御厚志500円）体験時間 / 6:00～18:00から60分間　（お一人様1,500円）［和倉温泉観光協会］体験の受付時間 / 9:00～17:00",,,"坐禅体験＋御便殿拝観、写経体験＋御便殿拝観　各1,500円",,和倉温泉街のほど近くに建つ青林寺は明治25年に開創された曹洞宗の寺院です。明治42年東宮殿下（後の大正天皇）が和倉行啓の際に休憩所として建てられた御便(ごべん)殿(でん)が昭和51年に移築し保存されており、平成29年には国登録有形文化財に登録されました。そんな青林寺では本堂で写経や坐禅が体験できるプログラムを実施しています。まず坐禅もしくは写経を行った後、住職の解説を聞きながら本堂や御便殿を拝観する約60分の体験で、6:00から18:00の間で希望する時間帯を選べます。緑豊かな自然に囲まれた本堂で、写経や坐禅を通して心を落ち着け、自分自身と向き合う時間を過ごしましょう。,,",",有・10台,,,,,,,,,,,,,,,,,,電話番号、FAX番号ともに和倉温泉観光協会,0767-62-1555,,,,,,,,https://www.wakura.or.jp/brochure/brochure-271/,,
170003,,JJ0000001284,石川県,和倉温泉お祭り会館,ワクラオンセンオマツリカイカン,wakuraonsenomatsurikaikan,,172022,,石川県七尾市和倉町2部13番地1,石川県,七尾市,和倉町,2部13番地1,,37.0865739,136.9184184,,,,9:00~17:00（入館は16:30まで）,,,観光情報エントランス（無料）展示ホール（有料）■個人一般　　　　800円小・中学生　400円乳幼児　　　無料■団体（20名以上）一般　　　　720円小・中学生　360円乳幼児　　　無料,,能登半島中央に位置する七尾市和倉温泉。2020年に和倉温泉お祭り会館がオープンしました。七尾市を代表するお祭りには、青柏祭（青柏祭の曳山行事）、能登島向田の火祭、石崎奉燈祭、お熊甲祭（熊甲二十日祭の枠旗行事）の4つがあります。和倉温泉お祭り会館ではこれらお祭りをわかりやすく解説しています、なかでも巨大な実物スケールの展示は圧巻です。体験コーナーも用意されており、臨場感あふれるお祭り体験をお楽しみいただけます。七尾市のお祭りの魅力を是非ご堪能下さい。,,"JR和倉温泉駅から車で約6分のと里山海道和倉ICから車で約6分,JR和倉温泉駅から徒歩約20分",大型バス５台普通車（軽自動車）89台屋外トイレあり,,,,,,,,,,,,,,,,,,,0767-62-4332,,,,,,,,https://wakura-omatsuri.com,,
170003,,JJ0000001285,石川県,地渡りんご園,チワタリリンゴエン,chiwatariringoen,,172057,,石川県珠洲市若山町鈴内4-13,石川県,珠洲市,若山町鈴内,4-13,,,,,,,9月中旬～10月末,,,1000円,,地渡りんご園では、りんごの１袋もぎ取り体験を行っています。津軽、王林、フジ、シナノゴールドなど、たくさんの種類の中から、時期に合わせたりんご狩りを楽しむことができます。また、時間無制限なので、ゆっくりとりんご狩りを楽しむことができます。奥能登の自然が育んだ甘くておいしいりんごを、ぜひ、味わいに来てください。お土産用にりんごの追加購入も可能です。※事前に施設にご予約のご連絡をお願いします。※下記記載住所は集合場所です。りんご園は下記記載住所とは別の場所です。,,",",有,,,,,,,,,,,,,,,,,,,0768-82-3017,,,,,,,,,,
170003,,JJ0000001286,石川県,土山ぶどう園,ツチヤマブドウエン,tsuchiyamabudoen,,172065,,石川県加賀市豊町ロ-4,石川県,加賀市,豊町ロ-,4,,,,,,,8時00分～18時00分（受付は17時00分まで）,,,〔2022年度ぶどう狩り〕・デラウェア ※今年度は開催中止（販売はしています）・巨峰（８月6日（土）～９月下旬※予定）　大人 1500円 小学生 1000円 幼児500円 2歳以下は無料〔バーベキューハウス使用料（食材持ち込みプラン）〕大人 800円 小学生500円 幼児300円 ２歳以下は無料※使用料には木炭、網、焼きそば用アルミトレイの料金が含まれます。また、事前予約で食材（1800円／1人前）を準備することもできます。,,"土山ぶどう園では、太陽の恵み、大地の恵みをギュッと閉じ込めた、こだわりのぶどうを味わうことができます。7月下旬～8月下旬にはデラウェア（2022年度は開催なし）、８月上旬～９月下旬には巨峰とブラックオリンピア、9月中旬から10月上旬には巨峰とブラックオリンピアとロザリオビアンコといったように、時期に合わせたぶどう狩りを楽しめるのが特長です。また、全天候型のバーベキューハウスが併設されており、ご家族、ご友人などのグループでワイワイ楽しく過ごせます。また、バーベキューハウス横には、３，０００坪の広さを誇るひまわり迷路があり、例年８月に満開になります。５万本ものひまわりからなるひまわり迷路は一見の価値ありです。営業期間中はヤギやウサギとも触れ合うことができ、芝生やブランコなどの遊具もあるため、小さなお子様でも楽しめること間違いなしです。2022年度のひまわり迷路は7月23日オープン！　スタンプラリー7月31日まで開催中！（7月27日現在満開！）ひまわり迷路のドローン映像動画は<b><a href=""https://www.tabimati.net/movie/?p=56423"">こちら</b></a>から。",,"ＪＲ加賀温泉駅から約6.0?北陸自動車道　片山津ＩＣから約8.5?北陸自動車道　加賀ＩＣから約7.7?,ＪＲ加賀温泉駅から加賀周遊バス キャン・バス海まわり　→ 　3 加賀フルーツランドバス停から800m",乗用車　30台大型バス　3台 ,,,,,,,,,,,,,,,,,,,0761-72-4617,,,,,,,,,,
170003,,JJ0000001287,石川県,イカの駅 つくモール,イカノエキ ツクモール,ikanoeki tsukumoru,,174637,,石川県鳳珠郡能登町字越坂18字18番１,石川県,能登町,石川県鳳珠郡能登町字越坂,18字18番１,,37.3124307,137.2299626,,,,9時30分～17時レストランは11時～15時（ラストオーダー14時30分）,,,"遊覧船（12月から翌年3月まで運休）　大人1,500円、小人800円、幼児４００円（１５人以上の団体は１割引き、3歳未満は無料）",,日本百景の一つ、九十九湾に観光交流センター「イカの駅 つくモール」。能登町の特産品の一つ、能登小木の船凍イカをはじめ、能登ならではの幸を活かした料理が味わえるレストラン、さらにイカの加工品を中心とした物産販売コーナーやイカ漁の展示コーナーなど、まさに奥能登ならではのものがずらり。またマリンレジャー関連施設も併設し、シーカヤック、SUP、ダイビングが楽しめるほか、海中の見える観光遊覧船「イカす丸」が運航します。また、全長13メートルの巨大なイカのモニュメント「イカキング」では、口の中に入ったり、触腕に巻き付かれることができ、SNS映えする面白い写真が撮影できます。食と景観が楽しめる能登町へ、ぜひ足を運んでみてください。最新情報はイカの駅つくモールのオフィシャルホームページをチェックしてください。,,"のと里山海道能登空港ICより車で約40分,",あり（大型車２台、小型車65台、福祉車３台）,,,,,,,,,,,,,,,,,,,0768-74-1399,,,,,,,,https://ikanoeki.com/,,
170003,,JJ0000001288,石川県,ぶどうやさん西村,,,,172065,,石川県加賀市分校町263-5,石川県,加賀市,分校町,263-5,,36.3198814,136.3935802,,,,［ぶどう狩り］9：00～18：00(予約不要)／7月25日～9月中旬　※雨天OK［BBQ、石窯ピザ］BBQ 2022年度7/1～10月初旬　11：00～21：00,,,"［ぶどう狩り］　○デラウェア（7月25日～）　　大人（中学生以上）：1,000円　　3歳～小学生：500円 　○巨峰・ブラックオリンピア・ベニーズ　　8月中旬頃～ 大人（中学生以上）：1,300円　　3歳～小学生：700円※いずれも2時間　食べ放題　持ち帰り別途料金［その他］　○石釜ピザ：1,000円/枚　○バーベキュー：材料持ち込みのみ（大人900円、小学生以下500円　/人）（予約制※空いていれば当日予約可）　　フリードリンク（ソフトドリンク）700円/人/2時間　○無添加オリジナルぶどうジュース：1300円/１杯",,ぶどうやさん西村は、100％有機栽培をしているぶどう園です。全天候型ハウスで雨の日でもぶどう狩りを楽しむことができます。また、バーベキューも楽しむことができます。,,"北陸自動車道片山津ICから約8.5ｋｍ,JR加賀温泉駅から加賀周遊バス　キャンバス海まわり線　→　3 加賀フルーツランドバス停から1.8km",有り,,,,,,,,,,,,,,,,,,,0761-74-0093,,,,,,,,http://budouyasan.info/,,
170003,,JJ0000001289,石川県,はづちをがわ市,ハヅチヲガワイチ,hazuchiogawaichi,,172065,,石川県加賀市山代温泉18-59番地1（特定非営利活動法人 はづちを）,石川県,加賀市,山代温泉,18-59番地1（特定非営利活動法人 はづちを）,,,,,,,3月～12月の第1、第3日曜日7:00～8:00,,,,,山代温泉の曲輪にある「はづちを楽堂」では、3月～12月の第1・第3日曜日、7:00～8:00に「はづちをがわ市」が開催されます。地元・加賀の生産者が、旬の地物野菜や橋立漁港の新鮮な魚介類・加賀産のおいしいお米・山代銘菓、手作りの柿の葉寿司やお漬物、無添加パンなど、新鮮な食材を届けてくれる朝市です。また、朝市が開催される時間帯に合わせて、「はづちを茶店」でコーヒーの販売を行っています。お値段は一杯200円とお手頃で、買い物のあとの一息にぴったりです。少し早起きして、総湯・古総湯と合わせて楽しんでみてはいかがですか。※新型コロナウイルス感染症拡大防止のため休止になっていることがあります。開催についてははづちをホームページをご覧ください。,,"北陸自動車道加賀ICから車で約15分,",あけぼの広場駐車場、総湯・いろは草庵駐車場,,,,,,,,,,,,,,,,,,特定非営利活動法人 はづちを,0761-77-8270,,,,,,,,http://www.hadutiwo.com/,,
170003,,JJ0000001290,石川県,輪島朝市,ワジマアサイチ,wajimaasaichi,,172049,,石川県輪島市河井町朝市通り,石川県,輪島市,河井町朝市通り,,,37.3966543,136.9015461,,,,8時30分～正午,,,,,岐阜県の高山朝市・千葉県の勝浦朝市とともに、日本三大朝市の一つに数えられている輪島朝市。朝8時から朝市通りには、新鮮な海産物をはじめ干物や野菜、民芸品などを扱う露店が、道の両側に並び、その数は約200軒です。売り手のほとんどが女性で、野菜などは近所の農家のおばちゃん、新鮮な魚介類は漁師町の女性たちが売りに出ます。輪島の女性は働き者で「亭主の一人や二人養えない女は甲斐性なし」と言われるほど。そんな元気な女性たちの「買うてくだぁー」の呼び声から始まる朝市は活気に満ちあふれています。ここで売られるものに「値札」はあまり付いておらず、値段は交渉次第。地元の人との会話を楽しみながら値切りをするのも朝市の醍醐味です。輪島朝市の起源は平安時代にさかのぼり千年以上続いているといわれています。歴史を経て、今もなお、にぎわいを見せる輪島の朝市は、現在では能登観光に欠かせない人気の観光スポットとなっています。2022年1月現在通常通り営業しておりますが、通常より出店数が少ない場合もありますので、あらかじめご了承ください。,,"のと里山海道　のと里山空港ICから20分,金沢駅から輪島特急バス乗車　終点「輪島マリンタウン」下車　徒歩５分",朝市駐車場（8時30分～正午の時間帯に出庫時有料）料金　大型バス2000円・中型(マイクロバス・キャンピングカー)1000円・乗用車300円,,,,,,,,,,,,,,,,,,午前中のみ(輪島市朝市組合),0768-22-7653,,,,,,,,https://asaichi.info/,,
170003,,JJ0000001291,石川県,和倉温泉　和みの丘公園,ナゴミノオカコウエン,nagominokakoen,,,,石川県,石川県,,石川県,,,37.08504273,136.9137429,,,,,,,,,和倉温泉にある曹洞宗の寺院「青林寺」。参道は青林寺の本堂横の階段を上ったところにある公園で竹林に囲まれた五百段余りの階段を歩きながら森林浴を楽しむことができます。春はツツジ、秋は紅葉を楽しむことができます。また、階段上の展望台からは、和倉温泉の温泉街や、橋長1.050メートルの能登島大橋が架かる七尾湾を一望でき、「和みの鐘」があり、つくと願いが叶うと言われているパワースポット＆SNS映えスポットです。,,",",,,,,,,,,,,,,,,,,,,,--,,,,,,,,https://www.wakura.or.jp/brochure/brochure-721-2/,,
170003,,JJ0000001292,石川県,兼六園・金沢城公園の早朝開園,ケンロクエン・カナザワジョウコウエンノソウチョウカイエン,kenrokuen・kanazawajokoennosochokaien,,172014,,石川県金沢市兼六町1（兼六園）、丸の内1-1（金沢城公園）,石川県,金沢市,兼六町,1（兼六園）、丸の内1-1（金沢城公園）,,,,,,,3月1日～3月31日/5:00～6:454月1日～8月31日/4:00～6:459月1日～10月15日/5:00～6：4510月16日～10月31日/5:00～7:4511月1日～2月末日/6:00～7:45※兼六園は通常開園時間の15分前に要退園※金沢城公園は途中退園の必要はありません,,,［兼六園］早朝開園時：無料日中　　　：大人（18歳以上）320円、小人（6～17歳）100円［金沢城公園］早朝開園時・日中：無料※菱櫓・五十間長屋・橋爪門続櫓・橋爪門は大人（18歳以上）320円、小人（6～17歳）100円（※早朝は入れません。開館時間は9:00～16:30（最終入館は16:00まで））,,石川県の人気観光地である金沢城公園と、日本三名園の一つで国の特別名勝の兼六園では、一年を通して早朝開園を行っています。特に兼六園は入園料が無料になり、お得に散策が楽しめます。噴水や滝の水音に鳥のさえずりなど、多くの人で賑わう日中ではなかなか味わえない、早朝ならではの魅力が存分に満喫できます。秋には紅葉の名所として知られる兼六園や玉泉院丸庭園を静かな環境で楽しめるほか、よく晴れた日には眺望台や河北門から金沢の町並みを一望できます。冬の冷え込んだ日には雪をかぶった徽軫灯籠や金沢城の石垣、氷の張った霞ヶ池といった金沢の冬を象徴する風景に出合えることも。凛とした冷たい空気を肌に感じながら、清々しい気分に浸ってみませんか？ ,,",",なし周辺の有料駐車場をご利用ください,,,,,,,,,,,,,,,,,,金沢城・兼六園管理事務所,076-234-3800,,,,,,,,http://www.pref.ishikawa.jp/siro-niwa/japanese/top.html,,
